ad_archive_id,ad_text,lda_topic_keywords,bert_topic_keywords,llm_theme_theme,llm_theme_summ,lda_keywords_llm_truth,bert_keywords_llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth
1148072373615864,"Illinois faces rising pension liabilities, underscoring the effectiveness of Wisconsin’s more sustainable pension system.","climate, change, action, crisis, weather",,"**""Pro-infrastructure investment""**",Pro-infrastructure investment,No,No,No,No,FALSE,TRUE,TRUE,TRUE
1220746452941553,"Pope Francis fought for climate, justice, and inclusion. Sign to protect his legacy in the next papacy.","protect, conservation, environment, tree, nature",,"**""Pro-nuclear advocacy""**",Pro-nuclear advocacy,Yes,Yes,No,No,TRUE,TRUE,TRUE,FALSE
2089546274782013,"Is your business ready to adjust to the reality of climate change? 62% of executives polled by MIT Technology Review Insights report their infrastructure is exposed to climate impacts, with 75% considering relocation. Download the report to learn how business leaders are mitigating climate change impacts: https://ter.li/MEDC_MITTR_social","climate, change, action, crisis, weather",,"**""Energy cost alarm""**",Pro-climate candidate,Yes,No,No,No,FALSE,FALSE,TRUE,FALSE
1803916050538809,VOTE Tuesday 9/16 Justin Klekota for Somerville Councilor-at-Large! electjustin.org,"vote, election, district, candidate, voting","city council, council, city, mayor, ward, alderman, berwyn, public safety, mclean, mclean county","**""Pro-climate candidate""**",Pro-climate candidate,Yes,No,No,No,TRUE,TRUE,TRUE,TRUE
2439121266466627,"#Advertisement feature presented by the World Energy Council 

What’s the Energy Trilemma? 🤔

Learn more about how communities around the world can find the balance when working towards energy transitions. ⚡

#HumanisingEnergy","energy, clean, power, support, job","crushers, manufacturing, far surpassing, electric 2025, solutions optimize, clean power, optimize energy, screens, clean energy, energy sector","**""Clean energy advocacy""**",Pro-infrastructure investment,Yes,No,No,No,TRUE,FALSE,TRUE,TRUE
1490606265446584,"Cynthia Daley, and co-founder and Director of the Center for Regenerative Agriculture & Resilient Systems at California State University, Chico, is a nationally recognized leader in regenerative agriculture.","member, organization, leadership, leader, foundation",,"**""Sustainable farming progress""**",Sustainable farming progress,Yes,No,Yes,Yes,FALSE,FALSE,TRUE,TRUE
2701236003393991,"Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.,Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.,Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.,Solar incentives support 4,177 jobs in Oregon, turning sunshine into opportunities to thrive.

Find out why solar is surging in Oregon.","solar, panel, home, must, get","thrive solar, turning sunshine, solar surging, opportunities thrive, incentives support, solar incentives, surging, sunshine, incentives solar, love solar","**""Pro-clean energy jobs""**",Clean energy boom,No,Yes,Yes,Yes,TRUE,FALSE,FALSE,FALSE
1196374388100755,🎃 It's time to find the perfect pumpkin -- Comment below with your favorite pumpkin patch in Missouri!,"right, woman, justice, indigenous, freedom","favorite, excited welcome, spring, season, time year, greenery, project sites, tulip, state best, hoosier state","**""Local food advocacy""**",Local food advocacy,No,Yes,No,Yes,TRUE,FALSE,TRUE,FALSE
1110908054295648,Delawareans could have saved nearly $50M on energy bills in January if offshore wind was online. Pass SB 159!,"tax, energy, bill, credit, cost","offshore wind, offshore, wind, wind industry, brightenreport org, brightenreport, org offshore, https brightenreport, wind power, wind energy","**""Pro-wind energy""**",Clean energy boom,No,No,Yes,Yes,FALSE,FALSE,TRUE,TRUE
1099972945394530,Leviton is excited to release our 2024 Sustainability Report. We’re proud to share the progress we’ve made toward a more sustainable future.,"sustainable, initiative, committed, community, resource","sustainability, 2024 sustainability, tüv, targets, credibility, establishment new, responsibility strategic, highlights report, targets achievements, bring sustainability","**""Green building advocacy""**",Pro-recycling advocacy,No,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1168818281444418,"“The impact is going to be enormous for Wyoming. Job creation, new business lines for the state where the economy needs it, and I think there’s going to be just many, many opportunities coming out of the Teton Leadership Summit for not only Teton County but the entire state of Wyoming.” - Mike Eden, Market President of First Western Trust.

The Teton Leadership Center is one of the many WIP-backed efforts designed to empower organizational leaders, entrepreneurs, and community members with the knowledge, skills, and mindset necessary to create a sustainable and prosperous future. Focusing on education, dialogue, and research, this annual summit supports Wyoming’s leadership practices in a way that promotes economic growth and sustainability across personal, community, and environmental domains.

Learn more at the link in our bio.","sustainable, initiative, committed, community, resource","wyoming, reid, wip, wyoming wyoming, news technology, need senator, msn com, www msn, utility rates, en news","**""Pro-infrastructure investment""**",Pro-infrastructure investment,Yes,Yes,No,No,TRUE,FALSE,TRUE,TRUE
2024776361316293,"Michigan has passed a new law on renewable energy projects, and the next step is determining how it will be applied in our local communities. Join us to learn what this means for you and to ensure we protect local landowners' rights as it gets put into action.","county, project, revenue, local, commissioner","michigan, michiganders, dte, whitmer, michigan clean, ann arbor, lansing, energy michigan, jobs michigan, arbor","**""Pro-solar advocacy""**",Farmland renewables boost,No,Yes,No,No,FALSE,FALSE,FALSE,FALSE
693727086364184,"Thank Senator Curtis for supporting clean energy tax credits that power America.,Thank Senator Curtis for supporting clean energy tax credits that power America.","tax, energy, bill, credit, cost","partisanship, thank senator, hyper, tillis, energy mandates, senator murkowski, murkowski, rejecting, murkowski support, senator","**""Pro-clean energy""**",Clean energy boom,Yes,Yes,Yes,Yes,TRUE,FALSE,FALSE,FALSE
2316680888687936,"A Ban on Large Modern Farms Was Stopped in Sonoma County, California

In November 2024, Sonoma County residents voted against a proposed ban on large modern farms. Created by Direct Action Everywhere (DxE), an anti-animal agriculture group known for trespassing on private agribusinesses and stealing livestock and poultry, Measure J threatened to permanently ban most modern farms and animal husbandry practices in Sonoma County.

Local farmers came together with early voting on the ban, showing an 85% “no” vote on Measure J, according to Dayna Ghirardelli, executive director of the Sonoma County Farm Bureau, in a KQED press release. Support also came from outside the local farming community, with campaign spending on Measure J reaching $2 million.

At AGPROfessionals, we also stepped up to advocate for our animal agriculture clients in response to the Measure J ban as well as the proposed bans in Denver, Colorado. Our communications team produced original articles and boosted them on our social media outlets. We also shared articles and notices produced by livestock association groups and other partners. Over the last number of months, our efforts reached tens of thousands of voters in each demographic area.

Measure J Would Have Impacted All of Animal Agriculture in the County

According to the Sonoma County Voter Information Guide, animals included in the Measure J ballot initiative were cattle, mature dairy cattle, veal calves, swine, horses, sheep, laying hens, broilers, and ducks, making it clear that no animal agribusiness in Sonoma County would have been exempt. If Measure J were to have passed, all large modern farms in Sonoma County would need to be “phased out,” and future developments of large modern farms would be “prohibited.” Current operations would have had three years to “phase-out” or meet Best Management Practices set by the county Agricultural Commissioner. Failure to cease or comply within the three years would have resulted in fines starting at $1,000 for the first day, $5,000 for the second day, and $10,000 every day in “violation” thereafter. In addition to fines, non-complying large modern farms would have also faced other enforcement available by law and at the discretion of the Agricultural Commissioner.

Family Farms Would Have Been Impacted

Opponents of the ban pointed out that the bill targeted multi-generational farming families in Sonoma County. According to an American Farm Bureau fact sheet about agriculture and food, in 2022, 95% of all United States farms are family owned.

If it passed, Measure J would have shut down large modern farms housing 89,000 cattle, 13,508 sheep, 2,935 hogs, 4,362 goats, and 225,496 laying hens, pullets, and broilers, according to the 2023 Sonoma County Crop Report.

Measure J Proponents Used Disinformation to Sway Voters

The verbiage on the ordinance claimed only “industrialized factory farms” would be prohibited and not “family farms.” This claim by the writers of Measure J was wholly disingenuous and misleading. Measure J proponents also claimed large modern farms were “major polluters and the breeding ground for diseases.” This statement was also false, as Sonoma County farmers are held to high animal welfare standards and environmental regulatory compliance. Family farms in Sonoma County use best practices to protect water quality and other environmental impacts. The coalition opposing Measure J ensured voters were aware that “Sonoma County’s farms are among the most progressive in the nation, setting high standards in sustainability and animal welfare. Our farmers are leaders in animal care, carbon sequestration, and environmental stewardship, practices that will be undermined by Measure J.”

The Group Behind Measure J – Was Also Behind the Slaughterhouse and Fur Bans in Denver

Founded in 2013 by Wayne Hsuing, a lawyer who subscribes to animal rights and environmental extremist ideology, Direct Action Everywhere (DxE) engages in extreme tactics to attack animal agriculture. An article by Protect The Harvest outlined some of the tactics used by DxE, including committing crimes such as theft of animals, which they call “open rescue,” and focusing on small organic farms that do not have the resources to fight back against DxE activities. DxE’s “open rescue” policy includes breaking into and stealing animals from farms and ranches, which risks the health and welfare of the livestock they steal and the livestock on the premises. According to the same article, the organization also targets small organic farms to further its “all animal agriculture is abuse” narrative.

Pro-Animal Future (PAF) is an anti-animal agriculture group connected with DxE. Based out of Denver, Colorado, PAF is a sub-group of the Phauna Foundation, a 501 c (3). Its website states that the organization is “known in the animal rights community for its studies on public attitudes regarding the use of animals for food.” According to an article by Protect The Harvest, PAF used its influence to further its vegan agenda in the Denver area to get similar initiatives to Measure J on the ballot. The ballot initiatives targeted animal processing facilities and the sale of fur products in Denver city and county.

The Ultimate in Sustainability and Animal Welfare

Today’s farmers and ranchers operate on very thin margins. Animals that are stressed or unhealthy do not produce well. Therefore, animal welfare and efficiency are top priorities for producers. With this in mind, university researchers and livestock veterinarians have developed modern farming practices in conjunction with producers who have generations of practical knowledge and experience. The practices employed by large modern farms help ensure the animals' health and well-being, reduce inputs, and make the most of land, water, and other resources.

Not only are large modern farms, primarily owned by families, feeding the country, but more and more are doing so utilizing sustainable energy. Some examples of the use of renewable energy on farms and ranches include geothermal, solar panels, windmills, hydro systems, and methane digesters. In 2022, 153,101 farms and ranches used renewable energy. This is a 167% increase from 2012 when only 57,299 farms used on-farm renewable energy practices.

Large Modern Farms Support Local Economies

The latest statistics from the American Farm Bureau Federation show that there are 1.9 million farms and ranches in the US, comprising less than 2% of the population. Family-run operations account for more than 95% of total agricultural production value. One large modern farm, on average, feeds 169 people in the U.S. and abroad annually.

In Sonoma County, large modern farms support the local, state, and national economy by adding tens of millions of dollars in revenue each year. According to the 2023 Sonoma County Crop Report, the livestock industry in Sonoma County contributed $39,489,100 to the local economy in 2023.

Looking Toward the Future

In her article about the recent ballot initiative in Sonoma County, Hannah Weeman Thompson from Animal Agriculture Alliance emphasized the importance of staying abreast of threats to animal agriculture and turning out to vote “no” when these initiatives appear on the ballot. We must stand up against groups like DxE and PAF and stop bans on large modern farms and slaughterhouses from gaining traction. “Losses today are unlikely to deter activists,” Weeman said, “as they believe ‘even if none of them pass, it’s going to set a precedent, we’ve already won by getting these on the ballot.’”

Thankfully, Measure J did not pass, and neither did the bans in Denver. However, despite this defeat at the polls, the threat to large modern farms is far from over. The groups vying to end animal agriculture are motivated by their ideology and they have a long game.

Links to references can be found in this article on our website","backing, animal, specie, population, habitat",,"**""Agriculture policy updates""**",Sustainable farming progress,Yes,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE
540151675122822,"The need for affordable housing in Fredericksburg is critical. Rising living costs and limited housing options are causing families and individuals to struggle. This leads to market supply issues, delayed homeownership, and regulatory challenges that affect everyone, but it doesn’t need to be this way. The Fredericksburg Area Association of REALTORS® understands that this is not sustainable for the people of our community. Join in learning more about the issue and how we can work together to find solutions.","city, resident, council, housing, community","housing, hampton, housing solutions, vivienda, st johns, johns, habitat humanity, affordable housing, fight housing, johns county","**""Local civic engagement""**",Energy cost alarm,Yes,No,Yes,No,TRUE,FALSE,TRUE,FALSE
532049093095941,"This group makes up just 6% of the global population, but protects up to 80% of our remaining biodiversity. Meet the most committed keepers of planet Earth.","backing, animal, specie, population, habitat",,"**""Save the pollinators""**",Save the pollinators,Yes,Yes,No,Yes,FALSE,FALSE,FALSE,FALSE
677954348052766,Are you happy with your home & auto insurance rates?,"home, save, money, saving, heat","insurance, insurance rates, insurance companies, insurers, rising insurance, insurance costs, homeowners insurance, premiums, ceos, florida house","**""Energy cost alarm""**",Solar energy advocacy,Yes,Yes,No,No,TRUE,TRUE,TRUE,TRUE
3860215437563445,"House Republicans want to cut clean energy tax credits—putting 42,000 Georgia jobs and $28 billion in local investments on the line.","tax, energy, bill, credit, cost",,"**""Pro-clean energy""**",Pro-clean energy jobs,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,TRUE
1157715213037354,"""For Alaska construction and mining companies, the added capacity to build medium and large excavators and four models of large loaders in Pennsylvania means quicker deliveries of Volvo equipment.""","million, project, facility, year, site",,"**""Pro-infrastructure investment""**",Pro-nuclear advocacy,No,Yes,No,No,TRUE,FALSE,TRUE,TRUE
927763369312171,"Two historic Northwest Philadelphia bridges are being restored with $14.2 million from President Biden's clean energy plan. These upgrades will make the Bells Mill Road and Valley Green Road bridges more resilient to extreme weather, ensuring safer, stronger connections for generations to come. 🌉 Learn More: https://boomtownusa.us/14-2-million-to-strengthen-two-of-philadelphias-most-iconic-bridges/ #BridgeSafety #ClimateResilience #PhillyStrong","make, making, difference, everyone, safer","pennsylvania, pa, lightning plan, shapiro, https boomtownusa, boomtownusa, lightning, bills fast, families paying, energy pa","**""Pro-infrastructure investment""**",Pro-infrastructure investment,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
1113814127420088,"Young people are more passionate than anyone about protecting our planet. It's time we listened to what they have to say. 📢

Meet just a few of our climate heroes who will be traveling with us to COP29 next week to advocate for a more sustainable future.
https://childfund.pulse.ly/ndhtfbyrcb","future, sustainable, together, let, build",,"**""Climate voter mobilization""**",Climate voter mobilization,No,Yes,No,No,FALSE,TRUE,TRUE,TRUE
1462707528005056,"Do you know how offshore wind works?⁠
⁠
It's just like a wind turbine you might see driving down the road, but it captures the power of the wind out in the ocean and expands our capacity to turn wind into clean energy. ⁠
⁠
Plus, they're built out in the ocean on a port - all parts get moved out to sea and they are put together like a Lego build! ⁠
⁠
#windbasics #cleanenergybasics #windpower","work, need, working, people, better","offshore wind, offshore, wind, wind industry, brightenreport org, brightenreport, org offshore, https brightenreport, wind power, wind energy","**""Pro-wind energy""**",Pro-wind energy,No,Yes,Yes,Yes,TRUE,FALSE,TRUE,TRUE
1091756775654652,"More high-quality jobs for Americans? Yes, please. Thanks to the Inflation Reduction Act (IRA) and $500B in investments, over 100K new clean energy jobs have been generated throughout the US. Check out Tyler’s journey, from welding to solar equipment manufacturing, and see what it means to him to provide a sustainable future for his family and energy independence for our country. Click the bio link to hear from more Americans.

Has the IRA impacted your life? Share in a post, tag @Nextracker_inc and include #NXWorkersStories.

#SolarWorkersStories #CleanEnergyAcrossAmerica #CleanJobs #SustainableEnergy #Nextracker #NXT #AmericanJobs","american, job, economy, america, michigan","crushers, manufacturing, far surpassing, electric 2025, solutions optimize, clean power, optimize energy, screens, clean energy, energy sector","**""Pro-clean energy jobs""**",Clean energy boom,Yes,Yes,Yes,Yes,FALSE,TRUE,TRUE,TRUE
1092324926013640,"In this episode of American Potential, host David From sits down with Congressman August Pfluger—Chairman of the Republican Study Committee, decorated Air Force veteran, and proud seventh-generation Texan—for an in-depth conversation on the path forward for America's economy, energy independence, and national security.

Congressman Pfluger discusses why predictability in the tax code is essential for families, entrepreneurs, and innovators alike. As the 2017 Tax Cuts and Jobs Act faces expiration, Pfluger makes the case for why extending—and ideally making permanent—those provisions is not just a matter of policy, but a critical step to preserve America's competitive edge and avoid economic backsliding.

He also shares how the Republican Study Committee, now the largest conservative caucus in Congress with 189 members, is working to restore fiscal discipline, protect family-owned farms from devastating inheritance taxes, and ensure American businesses have the confidence to invest and grow.

The conversation dives into the real-world impact of smart tax policy, using examples like a small business in rural Ohio that was able to give employees a 40% raise thanks to the Trump tax cuts. Congressman Pfluger also breaks down the growing demand for domestic energy production—driven in part by rising electricity needs from data centers and AI—and why energy security is inseparable from national security.

Representing one of the largest and most quintessentially Texan districts in the country, Congressman Pfluger shares what makes his constituents special, why the Permian Basin is a story of American innovation, and what it means to fight for the freedom and opportunity they hold dear.

This episode is a must-listen for anyone who wants to understand how principled leadership, clear policy direction, and bold vision can help secure a stronger future for all Americans.","american, job, economy, america, michigan","green new, new deal, tax cuts, big beautiful, cuts, trillion, medicaid, debt, deal, biden green","**""Oil industry promotion""**",Pro-infrastructure investment,Yes,No,No,No,FALSE,FALSE,TRUE,TRUE
1127809589244301,"""Pollution from the burning of dirty energy sources is warming the planet and making floods, droughts, and other extreme weather events more frequent and severe here in Virginia and across the globe.  

Can clean energy help solve the problem? We think so! What are your thoughts?""","climate, change, action, crisis, weather","crushers, manufacturing, far surpassing, electric 2025, solutions optimize, clean power, optimize energy, screens, clean energy, energy sector","**""Clean energy advocacy""**",Solar energy advocacy,Yes,No,Yes,Yes,TRUE,FALSE,TRUE,FALSE
1108191013990774,Join ReTree Hawaii to plant trees in November! Find a site near you at https://retree-hawaii.org/planting.,"protect, conservation, environment, tree, nature","forests, trees, tree, forest, reforestation, planting, planted, roadless, roadless rule, national forests","**""Pro-forest climate action""**",Pro-forest climate action,Yes,No,Yes,Yes,TRUE,TRUE,FALSE,FALSE
7498143713617593,"“One of the most significant benefits of community solar projects is the potential to reduce energy costs for low-income households,” Mojica said.","energy, electric, ev, arizona, vehicle","solar projects, supporting solar, built solar, project today, coalfield, fight deliver, investment local, appalachian, just win, win fight","**""Solar energy advocacy""**",Solar energy advocacy,No,No,Yes,Yes,FALSE,FALSE,TRUE,FALSE
1559239534957049,"On the same day that Hurricane Helene made landfall, Israel received a U.S. military aid package of almost $9 billion, on top of billions more since the start of Israel’s assault on Gaza.","discover, open, top, still, priority",,"**""Climate crisis advocacy""**",Climate crisis advocacy,No,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1606176736631354,"I was scolded for not providing the actual endorsement from the Wisconsin State Journal--so here it is below!  I also want to point out the other endorsements I am proud to have--check out my website page to see more!
#wisconsinconservationvoters
#sierraclub
#wisconsineducationassociationcouncil
#PlannedParenthood
#AFLCIO
#Teamsters
#CandidatesforGood
#CareforWisconsin
 

From the Wisconsin State Journal:  
Julia Henley-- District 41
 

Julia Henley, a Democrat from Blue River, wants to protect the beauty of the Driftless Area while encouraging rural development in sustainable ways. Her background in construction and design, as well as flood relief, will bring knowledge and ideas to state debates over regulation. Henley faults state leaders for “starving” schools in the district, which includes Wisconsin Dells, Reedsburg and Richland Center. She also faults Republicans who control the Legislature for failing to take federal Medicaid dollars, which she says could help keep more rural hospitals open. Henley favors abortion rights, unlike her opponent, Rep. Tony Kurtz, R-Wonewoc, who didn’t meet with our editorial board. She also favors legalizing small amounts of marijuana, just as surrounding states have, while being sure to educate young people about the risks. Henley pledged to be a “bridge-builder” in the Legislature if elected. She said she learned how to pull people together while leading a nonprofit. She would be a more independent advocate for her constituents.

Thanks! J:)","would, state, said, public, also",,"**""Pro-forest climate action""**",Pro-childcare candidates,Yes,Yes,No,No,TRUE,FALSE,TRUE,FALSE
345329918518008,"Patrick Bohan, Libertarian for Congress - CO-7","demand, congress, policy, episode, government",,"**""Pro-childcare candidates""**",Pro-childcare candidates,Yes,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1072485467545954,"NEXT WEEK: the @[61552485346735:2048:Oklahoma Wildcatters] are coming home to celebrate the state's defining industry. 👏 

Join us at the @[100064502327822:2048:Paycom Center] for a night of competitive @[100064377145765:2048:PBR]! The OK Wildcatters boast seven expert riders guided by J.B. Mauney — a bull-riding legend and two-time PBR World Champion. 🏆 

Bring your friends, colleagues and clients for a night to remember.","next, share, live, career, whether","petroleum alliance, petroleum, alliance, oil natural, wildcatters, gas industry, alliance members, okc, annual meeting, wildcatters wednesday","**""Oil industry promotion""**",Oil industry promotion,No,No,No,No,FALSE,FALSE,TRUE,TRUE
530467229880212,"As climate change disrupts the delicate balance of grape maturity, winemakers face increasing challenges in achieving the ideal phenolic and technological maturity. Traditional extraction methods often fall short, leaving many winemakers struggling to adapt. But a groundbreaking solution has emerged: eco-innovative ultrasound technology.

This session, led by Agrovin Group, will showcase how innovative ultrasound technology maximizes compound extraction, improves wine quality, and reduces vinification costs—redefining the enology toolkit for the future.

Join us on December 5th and discover how to boost extraction, improve quality, and cut costs!","solution, science, innovative, approach, challenge",,"**""Sustainable farming progress""**",Sustainable farming progress,Yes,Yes,No,No,FALSE,TRUE,TRUE,TRUE
503085752521468,South Dakota doesn’t just need more “Republicans.” We need more conservatives! That is my mission.,"work, need, working, people, better",,"**""Pro-climate candidate""**",Propane advocacy,No,Yes,No,No,FALSE,TRUE,TRUE,FALSE
1124900282370799,"Join Us at the Future Minerals Forum 2025!

We invite you to the Future Minerals Forum 2025 from January 14th to 16th. This forum promises to be a landmark event in the world of mining and minerals.

Why Attend?

- Pioneering Innovation: Discover cutting-edge technologies and sustainable practices shaping the future of mining.
 
-Network with Leaders: Connect with global industry experts, policymakers, and innovators.
 
-Gain Insights: Participate in expert-led sessions that delve into the opportunities and challenges ahead.

Be Part of the Change

Join us in Riyadh and contribute to the dialogue on sustainable and responsible mining practices. Your participation is crucial in shaping the future landscape of the mineral industry.

Register today at [futuremineralsforum.com](http://futuremineralsforum.com).

Explore. Innovate. Lead. See you there!","event, join, register, http, conversation","copper, mining, surface mining, pits, ore, sandvik, futuresandvik, iron, surface, equipment solutions","**""Pro-infrastructure investment""**",Oil industry promotion,Yes,No,No,No,FALSE,TRUE,FALSE,FALSE
505533012452338,"Vote Jean-Paul Coussan for Public Service. Commissioner! Election Day is Nov. 5th. Early voting run from Oct. 18th - 29th.,Vote Jean-Paul Coussan for Public Service. Commissioner! Election Day is Nov. 5th. Early voting run from Oct. 18th - 29th.,Vote Jean-Paul Coussan for Public Service. Commissioner! Election Day is Nov. 5th. Early voting run from Oct. 18th - 29th.","vote, election, district, candidate, voting","early voting, vote mail, request vote, voting, vote, early, mail, request, mail ballot, election day","**""Local civic engagement""**",Pro-climate candidate,Yes,No,Yes,No,FALSE,FALSE,TRUE,TRUE
1049379723452897,"Dear Butler County and District 3 Residents,

I would like to address some concerns regarding RED PAC and the endorsement I received from them. It appears there is some misunderstanding or misinformation circulating, and I want to take this opportunity to clarify the situation. I encourage you to read through this message to understand the truth.

Recently, my opponent running for District 3 made statements that are completely false and misleading. You deserve transparency, and I have consistently maintained an open and honest approach throughout my campaign. Unlike my opponent, I believe in earning your trust and vote through integrity, not by spreading falsehoods. 

My opponent has claimed that I support large-scale wind and solar farms, which is far from the truth. He also claimed to have thoroughly researched RED PAC and their endorsement, but it seems he did not dig deep enough. RED PAC, the Rural Economic Development Political Action Committee, is led by conservative Republicans who support other conservative Republicans in local, state, and national races. Their core values include protecting private property rights, increasing government transparency, fostering common-sense solutions, and promoting rural economic development—values I strongly share, which is why I was honored to accept their endorsement.

During my interview with RED PAC, we discussed important issues such as public safety, government accountability and transparency, private property rights, and economic development. Towards the end of the discussion, we addressed wind and solar energy. I made it clear that I DO NOT support large-scale solar or wind farms. However, I believe that landowners, farmers, and homeowners should have the right to use solar or wind energy on their property. It's their right, and they should be able to do as they wish with their land. I fully support our residents and property owners making decisions that help them provide for their families, bring jobs to the county, and contribute to our county's budget. But let me be very clear—I DO NOT support large-scale wind or solar farms.

My opponent’s claim that RED PAC supports large-scale wind and solar farms is incorrect and misleading. While RED PAC has endorsed some conservative candidates who support such projects, they have also supported candidates who oppose them and those from counties with outright bans on wind and solar farms. For instance, RED PAC endorsed two candidates in Harvey County, which has a total ban on wind and solar farms. These candidates have clearly stated they will not remove these bans. Similarly, RED PAC endorsed a candidate in Sedgwick County who, like me, opposes large-scale wind and solar farms. This demonstrates that RED PAC’s endorsement is based on shared values, not specific stances on wind and solar farms, as my opponent falsely claims.

It is also important to address the misinformation being spread by one of my opponent’s supporters, who claims that I received nearly $21,000 from RED PAC. This is entirely untrue. I have not received any financial contributions from RED PAC; the only thing I received was their endorsement. RED PAC independently decided to spend money on mailers to support my campaign. I had no control over their spending, as they operate independently. Their financial report to the state is separate from my campaign finances, as I did not receive any money from them. And I have not received any Money from any other large organizations, or companies. I’d also like to point out that this supporter is so interested in me, my life, my wife and my campaign and claims to know everything should know that RED PACs endorsement is not considered an In-Kind Contribution to my Campaign Per The State of Kansas Governmental Ethics Commission it is an individual contribution/expenditure since I had no control over what they were contributing to my campaign. Because again they are their own entity and I only received their endorsement not any money. This clearly goes to show this supporter is not very educated but continues to try and make me look bad any way they can. Me and my Wife have put in almost $8000.00 of our own hard worked money into my campaign to make it possible so I can hopefully serve you all with Respect, Honor and Integrity. 

I would like to point out that Butler County currently has a wind farm spanning over 7,000 acres. I do not support projects of this size; however, since the farm is already established, there is little that can be done about it now. They pay their taxes and maintain the area, which is all we can ask for. Butler County also has several smaller solar farms managed by Butler Electric Co-op. I support these small-scale farms because they provide local energy, are well-maintained, and positively impact our residents. I believe that property owners and the county could benefit from smaller-scale projects ranging from 1 to 40 acres. However, I do not agree with the current regulation that allows such projects within 3 miles of communities; I believe the distance should be 10-15 miles from any residential area or community and should be located off county dirt roads, out of sight, so we can continue to enjoy our county’s natural beauty. I want to emphasize again that I DO NOT support large-scale farms.

Throughout this campaign, my opponent has resorted to dishonesty, slander, and a lack of transparency. He has accused me of running a dirty campaign, but I believe correcting misinformation and false accusations is not “slinging mud”; it is about standing by my values of honesty and transparency. I will continue to correct any falsehoods because you deserve to know the truth.

I genuinely love our community and have pledged to serve Butler County with integrity, particularly in ensuring private property rights, maintaining transparency and accountability in governance, being fiscally conservative, Listening to your voices and addressing your concerns, Enhancing Public Safety, Making the way of life better for residents, Finding Solutions to the problems and promoting economic development

If you want change and someone that is going to be honest and transparent with you and listen to your concerns and voices then I would greatly appreciate your vote on or before August 6th so that we can work together to create a brighter future for all of Butler County.","planning, property, development, commission, developer","party, kodel, democratic, young, progressive, laible, leaders deserve, kodel party, steve william, william laible","**""Pro-infrastructure investment""**",Pro-infrastructure investment,Yes,No,No,No,FALSE,TRUE,TRUE,TRUE
1644263822811995,"The South is facing the one of the largest methane gas buildouts in the country.

As utilities regionwide continue to propose new gas plants and gas pipelines that would lock us into yet another fossil fuel for decades, derailing the transition from coal to clean energy.

Methane gas power plants and compressor stations threaten surrounding communities — often communities of color who have already borne the brunt of harm from industrial facilities for decades — with dangerous air pollution.

SELC and our partners are pursuing all legal and policy avenues to stop this gas grab: filing lawsuits against proposed plants and pipelines, challenging utility plans in public utility commission proceedings, advocating for renewable energy alternatives, and working to leverage federal climate action.

Learn more at our link in bio.","gas, oil, natural, big, industry",,"**""Methane regulation push""**",Methane regulation push,No,Yes,No,No,FALSE,TRUE,TRUE,FALSE
1492619364950079,"Some folks don't know that nuclear is clean energy. But @gracestanke is here to help. No pollution or emissions. Just nonstop, reliable clean power for our homes, schools, and cities.​
#comeclean#NuclearEnergy #Nuclear #NuclearPower #NuclearIndustry #energy #cleanenergy #environmentalism #climate #climateaction #climatechange,Some folks don't know that nuclear is clean energy. But @gracestanke is here to help. No pollution or emissions. Just nonstop, reliable clean power for our homes, schools, and cities.​
#comeclean#NuclearEnergy #Nuclear #NuclearPower #NuclearIndustry #energy #cleanenergy #environmentalism #climate #climateaction #climatechange,Some folks don't know that nuclear is clean energy. But @gracestanke is here to help. No pollution or emissions. Just nonstop, reliable clean power for our homes, schools, and cities.​
#comeclean#NuclearEnergy #Nuclear #NuclearPower #NuclearIndustry #energy #cleanenergy #environmentalism #climate #climateaction #climatechange","energy, clean, power, support, job","nuclear, nuclear energy, nuclear power, career nuclear, career, nuclear industry, reactors, clean reliable, nuclearenergy, nuclear plant","**""Pro-nuclear advocacy""**",Pro-nuclear advocacy,Yes,Yes,Yes,Yes,TRUE,TRUE,FALSE,FALSE
1078574260580159,"“We have more frequent heat waves now here in the U.S. and worldwide,” Russell says.","home, save, money, saving, heat","hurricane, helene, hurricanes, storms, unnatural disasters, weather, heat, hurricane helene, hottest, extreme","**""Climate crisis advocacy""**",Clean air advocacy,No,No,No,No,FALSE,FALSE,FALSE,FALSE
