cluster,topk_rank,ad_archive_id,probability,page_name,ad_creative_bodies
75,5,791544119975186,1.0,Minbar Al Aqsa International Foundation,"🤲 The well has been dug… and the reward now flows.

A new well in Gaza quenches the thirst of weary souls.
Your generosity revived life in a land longing for water.

💧 It wasn’t just water—it was mercy.
May Allah bless your giving.
Keep the support flowing.

🔴 𝗗𝗼𝗻𝗮𝘁𝗲 𝗡𝗼𝘄 𝗳𝗼𝗿 𝗚𝗮𝘇𝗮 
🔗 https://minberiaksa.org/en/drilling-wells-in-gaza
📌 𝗣𝗮𝘆 𝗭𝗮𝗸𝗮𝘁 𝗳𝗼𝗿 𝗣𝗮𝗹𝗲𝘀𝘁𝗶𝗻𝗲 
🔗 https://minberiaksa.org/en/pay-zakat-to-palestine
📌 𝗦𝘂𝗽𝗽𝗼𝗿𝘁 𝗠𝗼𝗻𝘁𝗵𝗹𝘆 𝗗𝗼𝗻𝗮𝘁𝗶𝗼𝗻𝘀 
🔗 https://minberiaksa.org/en/monthly-donate"
76,1,3538751476415903,1.0,Badger Balm,"POV: Let's run a company but...⁠
⁠
⚖️ Have it be led by co-CEO (Collaborative Executive Officer) sisters with majority women leadership. ⁠
🌎️ Do business in a way that creates healthier people and a healthier world.⁠
💰️ Maintain a 1:5 ratio of lowest to highest paid employees.⁠
🥗 Provide healthy, organic lunches for staff, an inclusive work environment, and family friendly policies.⁠
🐇 Source ingredients with organic, Fair Trade, and cruelty-free care.⁠
☀️ Run on solar energy and achieve NetZero carbon emissions by 2030⁠.⁠
🌱 Locate on a former sand pit, restore health to the soil, and grow organic produce to share with those in need.⁠
🅱️ Re-write the articles of incorporation to include people and planet in fiduciary responsibilities and decision-making.⁠
⁠
Just over here proving that it can be done! 💚🐾⁠
⁠
⁠
#femininomenon #womenled #womenleaders #womeninbusiness #womensequalityday #bcorp #bthechange"
76,2,1225031326304510,1.0,The Moriah Group,"In our upcoming webinar, we will focus on dismantling systemic barriers, reimagining economic systems, and creating sustainable prosperity for Black men and boys.

Join moderator Michelle Massie and experts Yasmin Salina and Travis Manigan for the virtual session on September 17.

Registration at bit.ly/TMGWebinar2 

#TheMoriahGroup #WDAW #WeDreamAWorld #TMG #TMGTurnsTen #WeDoItDifferently #Webinar #Education"
76,3,1270266851513396,1.0,Omoda&Jaecoo Global,"The education challenges facing Africa are significant, but so is the continent's potential. Reports show that millions of children lack equitable access to quality education, with the number of out-of-school children still on the rise. With low foundational learning outcomes and a massive funding gap, there is an urgent need for collective action to unlock Africa's human potential.

At Chery Group, we believe education is the most powerful tool for sustainable change. We’re committed to moving beyond words—taking real action.

On August 21st, Chery Group will host the Champion for Education in Africa event, uniting governments, NGOs, and industry leaders to build partnerships and drive lasting impact for every child.

This is not just an event, but a commitment to a shared future. As Chery Group’s fastest-growing personalized brand, OMODA & JAECOO also upholds strong social responsibility, empowering change together.

#CheryGroupForAfrica #PoweringTomorrowThroughEducation #ChampionForEducationInAfrica #OMODAJAECOO"
76,4,1658721354819029,1.0,Patrick Mavros,"Learn more about how @kolisi_foundation is dedicated to creating equal opportunities for South African children and families, with a focus on education, sport, food security, preventing gender-based violence, and promoting dignity.

Shot on location @capegracehotel 

#kolisicuff #patrickmavros #madewithpurpose #kolisifoundation #jewelleryforeveryone #ubuntu"
76,5,1448498919506988,1.0,EmpowerHer+,"On June 20th at RC Girls School in Pendembu, Kailahun, we didn’t just distribute sanitary pads we shared knowledge, restored dignity, and reminded every girl that her body is not a burden, but a blessing.

In a district where a single (Pack)pad can cost as much as Le 70, menstrual health becomes a luxury many families cannot afford. The result? Missed school days, preventable infections, and a painful silence around something completely natural.

Periods should never be a barrier to education, self-worth, or opportunity.

At EmpowerHer+, our mission is clear:
To empower women and girls through access, education, and sustainable solutions that build self-reliance and dignity.

Through our “Green Wombs” initiative, we are committed to making menstrual health a right not a privilege.

Because when girls are equipped with the tools and confidence to manage their periods, they can show up fully in class, in life, and in leadership. 

To every girl we met in Pendembu —
Your voice matters. Your dreams are valid. And we will keep showing up for you. 
Photocredit  @IPromultimedia 
#EmpowerHerPlus #GreenWombs #PeriodDignity #MenstrualHealthMatters #KailahunGirls #PadsNotShame #AccessIsPower #MissSierraLeone #EmpowermentThroughAction #GirlsEducation #BreakingPeriodPoverty #WithHer #PadsAreNotLuxury"
77,1,1095993795976999,1.0,Farm-To-Power Wisconsin,"Even after a lifetime on the farm, new opportunities can make a big difference. Richard reflected on how a solar project transformed his retired farmland into a steady, environmentally friendly income stream while keeping the land ready for future use. See his thoughts below.

“I signed on with this solar project 2 years ago. We have 100 acres put into the project. It's a lot more than I can make farming. I am getting several times more per year for my land. I’m a retired farmer - we have/had hogs, dairy, beef, and cash crops. Before we signed on, we had our lawyer look at it, and we negotiated the contract so that it would be put back into agricultural land when the project is decommissioned. There’s no noise, no pollution, and they always have people monitoring and keeping the area clean. They’re also going to put a pollinator prairie underneath the panels as well. The panels are placed higher up so that there’s an opening for small animals to come to and from.

There are some people who don’t like them, but you need to compare what you can get out of it to the reason why you dislike it. Solar is much better for the environment because it’s much easier on the land - now it’s permanent sod, but before, the land was full of chemicals and pesticides you have to use when you farm it. It’s a very good option for a retired farmer like myself.” -Richard Frederick - Union Grove, WI."
77,2,2596114890749022,1.0,Indiana Renewable Energy by EDPR NA,"On our solar parks, our EDPR NA team is responsible for providing vegetation management throughout each project’s operational life. We use seed mixes suitable and noninvasive to the area, often getting recommendations from local experts.

Research from the Argonne National Laboratory has found that cultivating native vegetation at solar parks provides positive ecosystem services to the land, contributing to its long-term health and sustainability."
77,3,805161355217708,1.0,Indiana Renewable Energy by EDPR NA,"When we install solar, what steps do we take to know how we’ll impact the land and wildlife? 🦋 

Watch to learn more:"
77,4,787976270279210,1.0,Farm-To-Power Wisconsin,"🌾 Change can be challenging, but it can also open new doors. ⚡ This Wisconsin farmer shares how wind turbines not only supported their dairy farm but also inspired the next generation to work in renewables. ""We used to have turbines on our dairy farm. I was all for it and very surprised that some people disliked it so much. After the turbines were put up we went to a town meeting about it, and a few people were really upset about the birds. When I had turbines I never saw that, I even had some college students check it out for a project and they didn't find anything either. Our farm is sitting on some of the highest land in our area, so I thought it was a good and clean decision. I've always been an advocate of clean energy, so I certainly wouldn't mind doing whatever it takes to phase out coal. After we got the turbines, my son went to a tech school, and now he works in the renewable industry himself. At the end of the day, I'm all for change.""
-Anonymous Wisconsin Farmer."
77,5,811090654922157,1.0,Illinois Renewable Energy by EDPR NA,"Agriculture is rooted in tradition, but farmers know it depends on innovation. A stable, consistent, drought-proof income from a wind or solar project helps keep family farms and ranches alive – and thriving. 🌱"
78,1,641010928347224,1.0,Mark Driscoll,We finally got our country back! Live with @[100044384020949:2048:Steve Deace]
78,2,382278837790169,1.0,Congressman Nick Langworthy,"Thank you to Leader @[100044574243354:2048:Congressman Steve Scalise] for helping me celebrate the passage of H.R. 7700, an important step to curbing the unelected bureaucrats in the Biden Administration’s overreaching rulemaking on household appliances.

House Republicans sent a message that Americans don’t want Biden’s Green New Deal in our homes!"
78,3,639353932130974,1.0,Meyerland Area Democrats Club,"On the program @kei-touch  our club President Art Pronin reflects on the late Congressman .
@[100044190681408:2048:Sylvester Turner] and @[100044202950815:2048:Congresswoman Sheila Jackson Lee]"
78,4,3937957429767011,1.0,Conservatives for a Clean Energy Future,Thank you Rep. Drew Darby!
78,5,2280195922344703,1.0,Conservatives for a Clean Energy Future,Thank you Senator @[100046794138816:2048:Brian Birdwell]!
79,1,1828865990852771,1.0,Iowans for Wind & Solar,"""Renewables are winning on a cost basis, and they are a tool for cutting toxic pollution in our communities.""

No matter who is in the White House, one thing is for certain, wind energy is a good investment for Iowa!"
79,2,780613437632304,1.0,Iowans for Wind & Solar,Let's overcome the feeling of embarrassment...let's phase out Iowa's coal power stations and transition to 100% renewable energy!
79,3,2057253858131466,1.0,Iowans for Wind & Solar,"Iowa has over 6,400 turbines generating more than 5.4 billion kWh of electricity per month, producing enough energy to power our 1.4 million homes, leaving a surplus of over 4,000 turbines. Iowa’s open plains and consistently high wind speeds make us a national leader in wind energy efficiency."
79,4,656517333971239,1.0,Iowans for Wind & Solar,"The wind energy revolution in Iowa began with the enactment of a state law in 1983, requiring investor-owned utilities to purchase 105 MW of power from wind generation, making Iowa the first state with a renewable portfolio standard. 

By 2019, wind energy surpassed coal in electricity generation, accounting for over 40%, and by 2022, capacity exceeded 12,200 MW, providing over 62% of the state’s electricity, ranking Iowa second nationally behind Texas."
79,5,1066893125489693,1.0,Iowans for Wind & Solar,"On one hand, Iowa is a test case for the staying power of renewable energy. Wind farms have expanded in the state not because of climate concerns but because of economics. Wind energy is cheap in Iowa."
80,1,24730295513274045,1.0,Farm-To-Power,"Before saying yes to wind energy, Patti Shinn did her homework.🧐📚She discovered how a nearby township saw boosts in property values and community benefits.🏘️ Check out what she discovered:"
80,2,1765287117359372,1.0,Illinois Renewable Energy by EDPR NA,"Wind energy helps farmers keep the wind in their sails – and keep the farm afloat.

Wind turbines can be easily farmed around. Many of the landowners we work with report the stable income they receive from wind farms balances the ups and downs inherent to farming, allowing them to keep working their land or even expand their farming operation.

Happy #GlobalWindDay, Illinois! 🌬️"
80,3,1350053599631295,1.0,Braided Creek Wind,"Braided Creek Wind is powering a stronger future for our students! 

Braided Creek Wind will pay more than $32 million to Bureau County schools over the life of the project. Beyond adding to Illinois’ production of reliable, domestic energy, the project is investing in the future of Bureau County by supporting local education. We’re proud to play a role in setting up the next generation for success!"
80,4,607136632366995,1.0,WisconSUN powered by Invenergy,"Invenergy’s Badger Hollow Wind is breathing new life into family farms. 
 
The income generated for landowners by renewable energy projects allows their children to dream bigger – opening doors to new opportunities while keeping the farm in the family for generations. Learn more at badgerhollowwind.com 🧑‍🌾🌱"
80,5,1361886758591834,1.0,Iowans for Wind & Solar,"Considering volatile commodity prices and weather, wind turbines can produce a reliable and steady source of income. Wind energy developers pay landowners a fee per acre to secure certain rights through easements on the property. These can be in the range of $10 – $20/acre per year. 

If the company determines that an area is suitable for a wind turbine, the payment can be $10,000 – $15,000 per year, depending on the company and the size of the wind turbine."
81,1,1049610627227298,1.0,Alternative Health Remedies,"Have you seen THIS shocking RFK Jr story?

The corrupt mainstream media won’t dare breathe a word about it…

Yet this controversy is harming the brains of millions of Americans aged 65+…"
81,2,1077871903789967,1.0,Alternative Health Remedies,"THIS RFK Jr shocker is so outrageous… it could get him impeached

Click now to see what RFK Jr is inspiring."
81,3,611274135224896,1.0,Center for Reproductive Rights,
81,4,1395839624822810,1.0,Whitworth Enterprises,"🛑 Apparently, Truth Is Too Political for Facebook Ads 🛑

I tried boosting a post about my new book, The Politics of Plastic, and guess what? Facebook rejected it.
Why? Because it might influence public opinion. 😱
Apparently, if you write about real issues—like pollution, corporate lobbying, or political accountability—you need to jump through hoops just to promote a book.

Meanwhile, I scroll past actual political rants and fake news every day.

So here’s me, not running an ad. Just sharing with you directly:

📘 The Politics of Plastic: How Pollution Became a Political Game
➡️ https://kevinwhitworthbooks.carrd.co
💬 Send me a message if you want a signed copy or have questions.

If you're tired of greenwashing, corporate double-speak, and environmental theater—this book is for you.
And since Facebook thinks it’s too “influential” to advertise... maybe it’s worth reading. 😉"
81,5,1073418681510243,1.0,Calvary South Austin,"The Word: May 15, 2025
Is Trump right about Allah? Check out this encouraging word from Pastor Bunjee Garrett."
82,1,719002160864522,1.0,AFP-Wisconsin,"DID YOU KNOW?! Thanks to Gov. Evers and his use of the veto pen, you and your family will see property tax increases for the NEXT 400 YEARS. It’s time to hold him accountable for his actions."
82,2,1446097056412047,1.0,South Florida Wildlands Association,"As of this writing, the ""Big Beautiful Bill"" on tax cuts and domestic spending is inching towards a final vote in Congress. As most of us are not tax accountants and will not go through this bill wilth a fine-tooth comb, this graphic from the NY Times showing 10-year costs (mostly from tax cuts) and 10-year savings (from cuts in spending) provides a quick overview of what's coming.

The latest projection from the Congressional Budget Office (CBO) estimates government revenues will decrease by roughly $4.5 trillion, partially offset by spending cuts of $1.2 trillion, leaving us with an increase of $3.3 trillion in debt (even more if the tax cuts are made permanent). These can only be estimates because no one is sure how strong the economy will be and how much money will actually be raised in taxes in the future. Also, this tax and domestic spendng bill is on top of earlier cuts to the federal workforce - cuts to federal agencies like NOAA and NPS that were covered extensively on this page. The annual deficits created by these tax cuts and domestic spending will be added to the current national debt of about $36.2 trillion. In just the first quarter of 2025, interest we paid on that debt was $1.36 trillion - a record amount that is growing rapidly.

A full breakdown of all the costs of the bill and the savings can be found in the NY Times article below (a free subscription is available). This cut was typical but jumped out at us - ""Clean energy electricity investment credit. Phase down tax credits for investments in zero emissions electricty sources, starting in 2026 - a savings of $179 billion."" That might pay for a smidgin of the coming tax cuts, but it also removes a strong incentive to cut greenhouse gas emissions. Only a good thing if you've already decided that nearly every scientist on our planet is wrong about Earth's climate (and you’re right) and that we shouldn't do a thing about it.

https://www.nytimes.com/interactive/2025/06/30/upshot/senate-republican-megabill.html"
82,3,1469760173558341,1.0,The Daily Scroll,"Who benefited from Trump’s tax plan? “Trump’s tax cuts have been an overwhelming bonanza for the wealthiest corporations and individuals, including the oil and gas industry.”"
82,4,664153016229160,1.0,Congressman Tim Moore,"As we move forward with reconciliation, we need to protect tax relief for working families and small businesses. 

Washington doesn’t need more of your money — it needs to stop wasting what you already send.

Watch my conversation with @[100044230096053:2048:Fox Business]:"
82,5,23977814015143575,1.0,Americans for Prosperity,"Americans face a $1,500 tax hike next year if Trump’s tax cuts expire - act now!"
83,1,517507674609978,1.0,Smart Life,"🔴 Hurry! The Deadline is This Friday! 🔴

The government just rolled out a new program, offering these weird, cutting-edge solar panels for literally $0 down + an incentive for helping out.

To qualify, you need to:

1. Own your home

2. Live in a qualifying ZIP code

3. Have an electric bill over $99/month"
83,2,800143188997744,1.0,Florida Energy Programs,"ST. PETERSBURG homeowners can now utilize a program that lowers their electric bills for life.

YOU MUST BE A HOMEOWNER AND Customer of FPL, Clay Country Electric, or JEA to qualify.

This program is first come first serve and is designed to provide relief for ST. PETERSBURG homeowners through our No Cost Out-Of-Pocket Solar Program.

This program allows you to switch to solar without spending a single dollar upfront, cut back your electric bill, and help provide your family stability as well as predictability.

There is no catch. Your home just needs to be in a qualifying zip code, have an electric bill greater than $97 per month, and have an unobstructed roof.

Click the [Learn More] button below to see if your home qualifies (it takes less than 30 seconds)."
83,3,744741911404201,1.0,"CARE, The California Renewable Energy Company","🚨 Homeowners: the 30% solar tax credit is set to expire after 2025, and Congress is already considering shutting it down even sooner.
This is your window to save thousands on a solar system — but you have to act now.
✅ Click “Learn More” to check your eligibility before it’s too late."
83,4,667061149621511,1.0,William Derek,"🔥 Get Paid $8,400 to Go Solar – Plus FREE Panel Installation! 🔥

Homeowners are getting up to $8,400 in incentives just for switching to solar, and the best part? The panels are installed at NO COST to you!

Here’s how it works:
✅ $8,400 in cash incentives – paid because your system generates excess energy.
✅ $0 out of pocket – solar panels are installed for FREE.
✅ Lower your energy bills while using clean, renewable power.

Thousands of homeowners are already getting paid – why not you?

Tap ""Learn More"" below to check if your home qualifies (it’s free & takes less than 30 seconds)! ⬇️"
83,5,1638025313572505,1.0,Solar Works Energy,"Here’s how the federal solar tax incentive works:
If you install solar today, you can deduct 30% of your system’s cost from your federal taxes. That’s serious savings.

But a new bill threatens to eliminate this benefit. If passed, it could cost you $7,000–$9,000 or more.

If you’re even thinking about solar, now is the time to act. Once the policy changes, it’s too late to claim the full incentive."
84,1,2420199285106735,1.0,MARC Air Quality Program,"Let's walk for a healthier, greener tomorrow. 
The little things you do can reduce ozone pollution and help the Kansas City region breathe easy. 
Learn more simple steps you can take at AirQKC.org. Clean air – we’ve got this!"
84,2,1327721518721835,1.0,Airpurifiers.com,"While the lungs are the first thing you think of when it comes to your cardio health, the effects of air pollution are not limited to the respiratory system. Fine particulate matter (PM2.5), can enter the bloodstream through the lungs, contributing to cardiovascular problems. These issues can range from heart rhythm abnormalities and blood clots to more severe conditions like heart disease and stroke. Studies show that long-term exposure to air pollution can increase the risk of cardiovascular mortality.

https://airpurifiers.com/pollution/effect-of-air-pollution-on-cardiovascular-health/

 #cardiohealth #respiratorysystem #fineparticulate #longterm #heartrhythm #bloodclots #lungs #health #heart #airpollution #cardio"
84,3,752781717418440,1.0,AprilAire,"Do you ever wonder if you’re having a bad air day? Check out this recent guide from the @[100059174186752:2048:The New York Times] guide, which explains how to read the Air Quality Index (AQI) and what each level means for your health—especially for kids, seniors, and those with asthma."
84,4,1048952333331600,1.0,Movement Moves Media,"🌬️ Breathing shouldn’t be a daily risk.

Allentown’s air has twice earned us the title “Asthma Capital of the U.S.”—trapped pollution from diesel trucks, warehouse emissions, and sparse tree cover sits in our valley like a lid. In this video, local voices map the fix: solar-powered warehouses, electric fleets, an Urban Forestry Master Plan, and real-time air-quality sensors in every neighborhood. 

Let’s clear the air—literally. Share this, tag a neighbor, and tell City Hall you want bold, breathable change now. 🌳⚡

#BreatheEasyAllentown #CleanAirNow"
84,5,2476310916074151,1.0,Airpurifiers.com,"The American Lung Association recently released their 2025 air quality report, along with the list of some of America's most polluted cities.  Is your city on the list?

https://airpurifiers.com/pollution/2025-air-quality-report/

#airquality #pollution #asthma #allergies #healthycities #health"
85,1,829867889260141,1.0,Sun Collectors,"🌞 Sun Collectors: The Environmental Benefits of Going Solar! 🌎

Switching to solar energy isn’t just about saving money—it’s about saving the planet! Here’s why making the switch to solar is one of the best decisions you can make for a cleaner, greener future:

🌍 Reduce Greenhouse Gases: Solar power dramatically cuts harmful carbon emissions, helping to combat climate change.

💨 Cleaner Air: By going solar, you help reduce air pollution from fossil fuels, leading to fresher, cleaner air for all.

💧 Conserve Water: Solar uses almost no water compared to traditional power plants, helping to preserve this precious resource.

🛑 End Reliance on Fossil Fuels: Solar is renewable and sustainable, reducing our dependence on finite energy sources like coal and oil.

🌱 Protect Nature: Unlike fossil fuel extraction, solar power has minimal impact on wildlife and ecosystems.

🔥 Combat Climate Change: Solar energy helps slow global warming by cutting down on harmful emissions.

Every solar panel installed brings us closer to a cleaner, healthier world. 🌞 Make the switch with Sun Collectors today and be a part of the solution!  Now is the best time!

📞 Contact us at: (309) 323-8260
🌐 Learn more: www.suncollectors.solar

#GoSolar #LetSolarPowerYourHome #SunCollectors #RenewableEnergy #SustainableLiving #CleanEnergy #EnvironmentallyFriendly"
85,2,738839825680615,1.0,Clean Power Alliance,"Reliable energy,Savings that matter,With renewable power,Secure your spot,Apply for solar"
85,3,1196571005178432,1.0,Clear Mountain Energy Center,"You’ve likely heard that solar panels are typically around 20-22% efficient, but what does that mean in practice? 

20-22% efficiency means that about one fifth of all sunlight hitting the panels can be harnessed as electricity. While this may initially seem modest compared to conventional energy sources, those sources are tied to fuel commodity costs and availability. Sunshine, on the other hand, is cost-free, abundant, and renewable. 

The most exciting part is that solar panel efficiency continues to improve over time, promising even greater energy yields in the future."
85,4,1182494319997632,1.0,Emma Kendra Wyatt,"Using solar panels to convert daily sunlight into renewable energy not only reduces electricity bills, but also contributes to reducing carbon emissions on the earth. One-time investment, long-term returns - a win-win situation for environmental protection and economy, starting from the roof!"
85,5,1805809226941125,1.0,BLACK LION Energy,"By transitioning to solar energy, you can not only reduce your monthly expenses but also contribute to a cleaner, more sustainable future. Solar panels harness the power of the sun, providing a renewable energy source that decreases reliance on fossil fuels and lowers your carbon footprint.
Investing in solar energy offers numerous benefits beyond cost savings. The federal government provide incentives, such as tax credits and rebates, to encourage the adoption of solar technology. Additionally, solar panels generally require minimal maintenance and can increase the value of your property.
Embracing solar power is a step toward energy independence, freeing you from the unpredictability of utility rates. As technology advances, solar systems have become more efficient and affordable, making now the perfect time to consider making the switch.
Imagine powering your home with clean, renewable energy while enjoying the peace of mind that comes with reduced bills and a positive environmental impact. Whether you're looking to save money, reduce your environmental impact, or both, going solar is a bright choice for a sustainable future."
86,1,1222242636582136,1.0,Illinois Renewable Energy by EDPR NA,"With record growth in solar manufacturing and deployment, America is charging ahead with unleashing energy dominance. ☀️"
86,2,589861006772066,1.0,Oak Run Solar Project,"From 2013-2022, the number of veterans working in the American solar industry increased by 63% from just over 13,000 to nearly 22,000, according to @[100064838556945:2048:The Interstate Renewable Energy Council (IREC)]’s Solar Jobs Census. This is due in part to amazing programs like the Solar Ready Vets network, which helps facilitate job training and attainment in the solar industry for veterans, transitioning service members, and military spouses.

Learn more:"
86,3,760703456193312,1.0,WisconSUN powered by Invenergy,"The solar industry is the place to be @[100064838556945:2048:The Interstate Renewable Energy Council (IREC)] ’s 2023 report shows an almost 6 percent increase in solar jobs over the last year, marking a record-high number of Americans working in the industry.

Interested in learning more? Check out the full report here: https://irecusa.org/census-solar-job-trends/"
86,4,387914237694654,1.0,American Energy Jobs,Ready to join the American energy workforce? Don't miss out on this well-paying position in solar in your area!
86,5,2461422547575582,1.0,Sound American Solutions,The time is now to invest in American workers and hometown economies. Supporting solar means our tax dollars stay local and our communities thrive.
87,1,1777675472792939,1.0,Make Polluters Pay,"We remember the orange skies. We remember the hurricanes, the evacuations, the asthma, the loss.

But Big Oil? They remember profits.

They’ve spent decades lying about the damage fossil fuels cause—targeting communities of color and young people with the worst pollution.

It’s time for real accountability. Your state Attorney General has the power to hold polluters accountable. Let’s make sure they do.

✊ Add your name to demand justice. #MakePollutersPay"
87,2,692398096783883,1.0,Make Polluters Pay,"Communities are fighting back—and winning. From Vermont to Hawaii, states are making Big Oil answer for decades of lies and climate destruction. That’s why they’re desperate for federal immunity.

𝐃𝐨𝐧’𝐭 𝐥𝐞𝐭 𝐟𝐨𝐬𝐬𝐢𝐥 𝐟𝐮𝐞𝐥 𝐛𝐢𝐥𝐥𝐢𝐨𝐧𝐚𝐢𝐫𝐞𝐬 𝐞𝐬𝐜𝐚𝐩𝐞 𝐣𝐮𝐬𝐭𝐢𝐜𝐞. 𝐘𝐨𝐮𝐫 𝐯𝐨𝐢𝐜𝐞 𝐜𝐚𝐧 𝐬𝐭𝐨𝐩 𝐭𝐡𝐞𝐦."
87,3,8253436101420083,1.0,Brighten Report,"From lying about pollution to driving the climate crisis, here are some of the charges against Big Oil across the US."
87,4,1548482332424716,1.0,Action for the Climate Emergency,Big Oil knows that fossil fuels are destroying our planet. Tell the U.S. Attorney General's office to Make Polluters Pay & sue Big Oil!
87,5,401685802592990,1.0,California Climate Accountability Project,"Big Oil's big lobbyist, the Western States Petroleum Association (WSPA), has launched a cynical ad campaign attacking California climate policies. To be clear, WSPA makes millions every year by protecting the fossil fuel industry, not California's communities. We helped bring a little truth to WSPA’s misleading ads. (Spoiler alert: their goal is to maximize oil company profits, not people).

Learn more: https://caclimateaccountability.org/big-bucks-from-fossil-fuel-are-helping-kill-california-climate-legislation/"
88,1,3289473471355039,1.0,Climate Reality,"𝑇ℎ𝑖𝑠 𝑖𝑠 𝑢𝑛𝑎𝑐𝑐𝑒𝑝𝑡𝑎𝑏𝑙𝑒.  

𝐅𝐢𝐫𝐬𝐭: Big Oil corporations rake in billions in profits each year. Meanwhile, they have used million-dollar ad campaigns to mislead us about their climate commitments and their devastating impacts on our planet.  

𝐓𝐡𝐞𝐧: Their climate-wrecking pollution created a crisis that threatens every community on Earth.  

𝐍𝐨𝐰: These same corporations want YOU to go green while they carry on with business as usual!  

But here’s the hard truth: Individual actions alone won’t solve this crisis. We MUST hold Big Oil accountable. But it will take collective pressure to win planet-saving action – and we need you with us now! Please, we need 273 more signatures before 11:59 PM, and we’re falling short. Add your name to DEMAND corporate accountability for the climate crisis!"
88,2,1684583825825790,1.0,Make Polluters Pay,"5 ways Big Oil spread climate change misinformation: 

1. In 1978, Exxon admitted that the “present trend of fossil fuels will cause dramatic environmental effects by 2050.” Later, Exxon lobbied to convince the public that climate change science is uncertain. 

2. Multiple oil companies pledged to be net zero and align with the Paris Climate Agreement. Internally, BP said “No one is committed to anything other to stay in the game.” 

3. The fossil fuel industry has rebranded methane gas to “natural gas.” Although BP publicly marketed gas as clean, internally, they knew methane emissions do not support climate goals. 

4. In 2008, oil companies committed to develop algae as a biofuel. Exxon spent $175 million to advertise their research. Their research lagged and by 2023, all companies ended their algae programs. 

5. Six fossil fuel companies spent $700 million on academic research programs, leading to public research favoring methane gas over renewable energy. Schools include Harvard, Princeton, Tufts, MIT, and Berkeley. 

Big Oil lied for decades. And our campaign continues to call them out. #TheyKnewTheyLied"
88,3,498987009463194,1.0,350.org,Insurance companies are estimated to still have over $500 billion invested in fossil fuel companies. They’re profiting off climate chaos while fueling the crisis. It’s time to fight back. Donate to 350.org and help hold them accountable.
88,4,3827577600831779,1.0,Brighten Report,Fossil fuel corporations are lying to us to protect their profits. Here's how to spot misinformation 🔎
88,5,2228177054261422,1.0,Make Polluters Pay,"Fossil fuel companies knew for decades that they were fueling climate change.

They chose profits over people—and now we’re paying the price.

🧾 In 2023, climate disasters cost the U.S. $92 billion.
🚫 Big Oil paid nothing toward that total.

Add your name to demand fossil fuel companies pay for the damage they caused—and help fund the recovery we deserve."
89,1,1394656078618076,1.0,Make Polluters Pay,Trump and his billionaire cronies might control the White House but we have the power of the people on our side. Stand up to Big Oil—and billionaires—by calling on your elected officials to #MakePollutersPay for climate damages.
89,2,976948104487325,1.0,Environmental Defense Fund,"The president-elect promises to unleash fossil fuel expansion, but not all hope is lost. Here are five reasons climate advocates say a stronger, brighter future is still possible."
89,3,1197125001572992,1.0,LCV Victory Fund,"Donald Trump will dismantle Biden’s climate safeguards. 

Join LCV to defend climate progress and stop Trump from allowing toxic chemicals to pollute our air & drinking water. 

According to the Washington Post, Donald Trump promised oil CEOs he would dismantle Biden’s climate safeguards in exchange for $1 billion funding a potential return to the White House.  

Join us in the fight >>>>>"
89,4,1004174234869504,1.0,Truthout,"Despite Trump's policies, state-level climate initiatives are driving progress, with efforts like reducing fossil fuel reliance, limiting vehicle emissions, and promoting renewable energy expected to continue or accelerate."
89,5,757426893651829,1.0,Greenpeace USA,"Trump’s second term threatens more fossil fuel drilling, critical climate protections stripped away, and the U.S. retreating from global climate agreements. These attacks on our environment threaten everything we’re fighting to protect. 

But we’ve fought Trump’s anti-climate agenda before — and we’ll do it again. Signing this pledge isn’t just symbolic. It’s your chance to join a powerful coalition demanding bold climate action, standing against policies that put profits over people, and fighting for a future where our planet and communities can thrive. Add your name today and help build the resistance."
90,1,1325464789085636,1.0,Environmental Defense Fund,The Environmental Protection Agency is supposed to protect our health and well-being. But the Trump administration is trying to weaken or erase dozens of safeguards that do exactly that. Here are 4 EPA protections to watch:
90,2,1942088099908642,1.0,Sierra Club,"""The Trump administration does not care about your family’s health and safety. They do not have a plan to protect you and the people you care about from dangerous pollution, extreme weather events and he worsening climate crisis.""

New op-ed by Sierra Club Clean Transportation for All Director Katherine García on the Trump EPA's dangerous proposal to gut national vehicle pollution standards and climate protections: 

https://bit.ly/4m8tfhj"
90,3,792663559797827,1.0,ClientEarth USA,"The Trump administration is attempting its most extreme environmental rollback yet. If this plan works, you can expect more extreme weather, more respiratory illnesses, more air pollution and the EPA will be stripped of its power to regulate polluters.    

That’s why we’re urging you to leave a public comment making it clear that this is unacceptable. Take action today> https://brnw.ch/21wVDUe"
90,4,1126487172878993,1.0,ClientEarth USA,"ADD YOUR NAME: We cannot allow President Trump to put polluter profits before public health! 

➡️ Protect your right to clean air and demand climate protections stay in place today.,ADD YOUR NAME: We cannot allow President Trump to put polluter profits before public health! 

➡️ Protect your right to clean air and demand climate protections stay in place today."
90,5,1564957384883410,1.0,Robert Reich,"Protecting us from financial predators. Keeping our air and water clean. Making sure our food won’t make us sick.

Regulations help keep us all safe. So why is Trump gutting so many of them?

Hint: follow the money."
